Name,Current Club,Position,Age,ca,pa,Nationality,Club,Loan Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off the ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Consistency,Dirtiness,Important Matches,Injury Proneness,Versatility,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out(Tendency),Puching(Tendency),Throwing,Adaptability,Ambition,Controversy,Loyalty,Pressure,Professionalism,Sportsmanship,Temperament,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Reputation,Home Reputation,World Reputation,RCA,D.O.B,International Appearances,International Goal,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Shooting Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Luke Thomas,Sheffield United,D/WB L,22,130,150,England,Leicester City,Sheffield United,12,14,13,10,13,11,12,11,12,13,13,7,12,13,8,13,11,13,12,11,13,14,7,9,11,12,13,16,14,12,9,11,14,13,15,10,10,12,12,5,17,1,1,4,3,2,1,3,2,1,3,3,18,12,6,15,10,10,14,13,1,20,8,1,17,1,8,12,8,1,1,1,1,1,181,68,20,10,6500,6500,5000,126,37052,0,0,12.33333333,11.5,13.5,10.33333333,11.33333333,13,11.5,12.66666667,2.5,11.5,13.5,12.66666667,2.5,3,1.5,2
Yasser Larouci,Sheffield United,D/WB L,22,120,143,"Algeria,France",Espérance Sportive Troyes Aube Champagne,Sheffield United,7,13,12,7,12,7,10,10,8,10,12,8,10,11,11,12,10,11,11,11,11,12,12,9,13,10,14,14,15,12,12,10,11,15,13,10,12,8,11,7,11,3,2,3,3,3,2,1,3,3,3,2,13,13,8,10,12,12,11,13,1,20,1,1,19,11,1,14,1,11,15,10,13,13,176,70,20,8,6000,6000,3750,108,36892,0,0,10,11.75,15,11.66666667,10.33333333,11.66666667,10,11.66666667,2,11.75,15,11.66666667,2.5,3,3,2
Mikey Moore,Tottenham,AM RLC,15,91,190,England,Tottenham,,4,8,13,11,13,5,4,6,2,5,11,5,4,14,6,9,7,11,10,14,12,11,13,4,12,4,12,13,10,11,10,8,6,10,7,4,14,4,12,14,12,3,3,4,2,1,3,1,3,3,1,3,19,10,2,10,9,11,11,10,1,1,1,1,1,1,1,1,1,1,20,18,15,15,167,55,15,20,4550,4550,2250,80,2007/8/11,0,0,4.3,8,10,12.7,11.3,13.3,6,10.2,2,8,10,10.2,3.5,2,2,3
Heung-Min Son,Tottenham,AM/S L,31,169,173,South Korea,Tottenham,,14,14,15,16,13,13,8,16,6,5,13,9,6,17,8,15,6,14,11,12,13,14,13,13,17,7,14,17,16,14,12,10,16,16,16,10,14,5,14,5,14,1,1,1,1,2,1,1,3,1,2,3,14,17,8,7,14,18,11,15,1,1,1,1,1,1,1,15,1,13,20,11,14,19,183,77,19,20,8450,9250,8050,163,1992/7/8,111,37,6,13,16,12.7,15.7,15,9,12.2,2,13,16,12.2,1,1,1.5,2
Dejan Kulusevski,Tottenham,M/AM RC,23,156,171,"Sweden,North Macedonia",Tottenham,,11,15,16,11,15,9,7,11,4,4,17,11,7,16,7,15,8,13,12,16,15,15,15,6,15,6,15,15,13,14,17,12,14,14,16,16,12,11,14,6,15,2,3,1,2,2,2,1,1,4,2,2,16,14,8,12,15,14,13,10,1,1,1,1,1,9,1,12,14,18,14,20,20,14,186,79,20,14,7800,7250,6800,153,2000/4/25,30,2,5.7,15.8,13.5,16,13,15.7,9.5,13.3,1,15.8,13.5,13.3,2,2,2,2
Destiny Udogie,Tottenham,D/WB L,20,138,170,"Italy,Nigeria",Tottenham,,7,13,13,11,12,7,12,10,12,11,13,10,13,13,10,13,12,10,13,12,12,14,12,8,13,11,14,15,16,14,14,13,14,16,14,14,14,8,13,7,14,1,1,2,2,1,3,2,3,3,1,3,15,14,7,12,13,15,12,8,1,20,1,1,20,1,10,14,10,1,1,1,1,1,187,73,20,7,6900,6500,5000,134,2002/11/28,0,0,11.7,14,16,12.3,11.3,12.7,12.5,13,2.5,14,16,13,1.5,2,1,3
Hugo Lloris,Tottenham,GK,36,135,170,France,Tottenham,,3,2,5,1,8,5,9,3,1,4,8,2,10,10,15,16,17,7,13,9,13,15,6,15,6,14,15,14,11,15,11,13,15,10,14,13,11,2,14,14,1,11,11,13,12,15,11,15,15,13,13,11,13,14,4,18,14,17,18,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,82,20,5,7000,8250,6750,134,1986/12/26,145,0,9.3,13.3,10.5,7.7,4.7,7.7,11,14.8,15,13.3,10.5,14.8,12,12,13,11
Ashley Phillips,Tottenham,D C,18,112,170,"England,Wales",Tottenham,,4,7,8,5,11,6,13,4,5,11,11,5,11,11,10,12,12,11,12,11,12,14,5,10,9,11,11,11,15,13,12,16,14,15,12,13,10,10,10,7,5,3,1,2,2,2,1,1,1,2,3,1,11,18,5,14,14,12,10,12,1,1,20,1,1,1,1,1,1,1,1,1,1,1,194,79,10,20,5600,5600,3000,114,2005/6/26,0,0,11,12.5,15,9,8.3,10,14.5,12.2,1,12.5,15,12.2,1.5,2,2.5,1
Jamie Donley,Tottenham,AM/S C,18,107,170,"Northern Ireland,England",Tottenham,,7,11,9,14,13,8,11,11,2,4,14,13,9,12,13,11,14,13,12,14,12,14,13,7,11,3,11,11,11,13,12,12,13,11,11,12,11,10,8,1,13,1,4,1,2,1,2,2,2,4,1,3,20,11,8,10,10,11,11,13,1,1,1,1,1,1,1,1,11,1,10,18,10,20,175,70,20,11,5350,5350,3000,107,2005/1/3,0,0,5.3,12,11,13.7,12.7,11.3,11.5,12.3,2,12,11,12.3,2.5,2,1,2.5
Alfie Dorrington,Tottenham,D C,18,100,170,England,Tottenham,,4,6,4,8,10,1,12,6,9,11,11,9,12,11,8,12,11,13,11,9,12,15,6,11,9,10,8,10,13,11,10,14,12,13,9,12,11,11,7,5,6,3,1,1,1,3,1,2,2,1,4,4,7,11,2,12,12,14,13,12,1,1,20,1,1,1,1,1,1,1,1,1,1,1,190,82,11,20,5000,5000,2500,101,2005/4/20,0,0,11,10.5,13,8.7,10,8.3,13,11.5,2,10.5,13,11.5,1,1,3,2.5
Jude Soonsup-Bell,Tottenham,S ,19,100,170,"England,Thailand",Tottenham,,4,7,11,14,12,11,8,9,10,5,7,10,4,9,12,9,12,10,13,7,9,13,15,14,11,7,11,12,14,8,10,11,13,15,11,10,11,8,8,12,11,4,2,3,2,1,1,1,4,1,2,1,15,11,3,11,11,10,14,11,1,1,1,1,1,1,1,1,1,1,13,1,14,20,184,72,14,20,5750,5000,3000,97,2004/1/10,0,0,5.3,9.8,14.5,9.7,11.7,10.7,9.5,11.2,2.5,9.8,14.5,11.2,2.5,2,2.5,1
Will Lankshear,Tottenham,S ,18,95,170,England,Tottenham,,8,7,11,13,10,8,10,8,1,5,14,10,1,11,7,14,5,11,7,8,14,5,8,11,14,6,8,13,14,11,14,8,15,13,8,11,14,8,15,14,10,1,1,2,1,4,3,3,3,3,3,3,7,11,4,10,9,11,13,17,1,1,1,1,1,1,1,1,1,1,1,1,1,20,179,0,5,20,4750,4750,2250,92,2005/4/20,0,0,4,11,13.5,10,12.7,10.7,9,8.8,3,11,13.5,8.8,1.5,1,2.5,3
Richarlison,Tottenham,AM/S RL,26,145,166,Brazil,Tottenham,,10,11,13,13,12,9,14,11,8,6,12,12,12,15,15,12,13,11,12,10,10,14,14,9,12,10,13,16,15,14,12,11,15,15,17,13,11,6,11,8,12,2,2,3,2,2,3,1,1,1,3,1,15,13,8,14,13,12,5,11,1,1,1,1,1,1,1,1,1,1,19,1,16,20,181,71,12,20,7250,8400,6750,135,1997/5/10,44,20,9.3,14,15,12,12,13.3,12.5,12.3,1,14,15,12.3,2.5,2,2,2
Pape Matar Sarr,Tottenham,M C,20,138,166,Senegal,Tottenham,,7,7,13,9,15,8,10,10,8,10,14,9,13,14,11,16,12,15,11,13,13,4,13,10,13,14,14,14,12,14,13,12,14,12,16,15,11,8,13,5,11,2,1,3,3,2,2,1,1,2,2,2,8,12,5,13,11,9,12,12,1,1,1,1,1,1,14,10,20,10,8,14,8,1,184,70,11,20,6500,6500,5250,137,2002/9/14,14,0,12.3,14.5,12,13.3,12.3,14,11,11.7,1,14.5,12,11.7,2,3,2,2
Yves Bissouma,Tottenham,DM/M C,26,160,165,"Mali,Ivory Coast",Tottenham,,8,11,16,9,16,13,12,13,7,14,14,13,17,15,13,15,14,17,14,10,16,14,14,11,12,14,15,16,16,14,13,12,14,14,16,15,15,9,13,7,14,2,3,1,3,2,4,1,1,2,3,2,7,14,4,12,9,14,13,14,1,1,1,1,1,12,20,1,17,1,1,1,1,1,182,78,8,20,7450,7900,6150,161,1996/8/30,28,3,15,14.5,15,12.7,12.7,15.7,12,14.7,1,14.5,15,14.7,2,3,2,3
Rodrigo Bentancur,Tottenham,DM/M C,26,156,164,Uruguay,Tottenham,,12,12,14,10,15,12,12,11,7,14,16,8,16,14,16,15,13,15,13,14,14,12,11,10,10,16,15,16,12,14,15,13,14,13,15,14,14,15,11,7,16,2,2,4,3,2,2,3,3,1,1,4,16,12,5,15,17,18,15,11,1,1,1,1,1,1,18,7,20,7,1,8,1,1,187,77,12,20,7800,7850,6500,152,1997/6/25,54,1,15.3,14.5,12.5,13.7,11.7,14.3,12.5,13.7,3,14.5,12.5,13.7,3,3,2,3
Pedro Porro,Tottenham,D/WB/M R,23,150,164,Spain,Tottenham,,13,17,15,11,15,13,8,14,11,8,15,12,14,15,15,12,17,11,12,15,12,16,17,8,16,9,10,13,16,16,13,8,17,15,15,12,14,16,14,6,15,1,4,1,1,1,1,2,2,4,3,3,16,15,13,9,14,13,7,11,1,9,1,19,9,20,1,1,1,17,1,1,14,1,176,71,8,20,7500,6400,6250,146,1999/9/13,1,0,10.3,14,15.5,15.7,12.7,15,8,13.2,2,14,15.5,13.2,2.5,1,1,2
Cristian Romero,Tottenham,D C,25,148,164,Argentina,Tottenham,,5,6,9,8,13,4,16,5,4,16,12,8,18,12,18,18,15,16,12,11,12,16,8,12,6,13,14,17,13,14,14,14,15,13,14,15,15,15,15,8,8,1,3,1,1,1,3,3,2,2,1,3,16,15,4,12,14,14,9,10,1,1,20,7,1,1,1,1,1,1,1,1,1,1,185,79,9,20,7400,7550,6400,146,1998/4/27,22,2,15.7,14.3,13,10.3,10,11.3,15,14.5,2.5,14.3,13,14.5,2,1,1,3
James Maddison,Tottenham,M/AM RLC,26,155,163,"England,Republic of Ireland",Tottenham,,12,14,17,14,15,16,5,14,4,7,16,14,11,17,8,13,12,15,12,16,14,15,16,12,14,11,12,14,13,16,17,8,15,13,13,8,14,9,12,12,8,2,2,3,3,2,4,3,1,3,1,2,12,17,12,12,14,15,8,13,1,1,1,1,1,1,1,16,18,12,16,20,19,8,175,73,13,20,8000,7750,6750,152,1996/11/23,3,0,9.7,13.5,13,16,14.3,16.3,6.5,13,2,13.5,13,13,2.5,3,2,3
Brennan Johnson,Tottenham,AM/S RC,22,135,162,"Wales,England",Tottenham,,8,13,14,13,12,11,8,10,5,7,14,14,6,13,6,11,12,13,10,12,12,12,13,10,12,8,12,13,16,13,12,8,14,15,13,9,13,5,13,3,9,2,2,1,2,3,1,1,4,1,2,3,11,12,3,13,14,12,10,12,1,1,1,1,1,1,1,10,9,12,14,17,20,18,180,73,10,20,6750,7000,5000,127,2001/5/23,20,2,7,11.8,15.5,13,12.7,13,8,11.5,2.5,11.8,15.5,11.5,1.5,2,2.5,2
Micky van de Ven,Tottenham,D/WB LC,22,147,161,The Netherlands,Tottenham,,3,11,13,7,12,3,13,7,14,14,13,6,14,13,14,13,16,13,13,12,13,17,13,14,10,14,13,15,16,12,14,15,16,19,13,15,14,7,14,6,12,1,1,1,2,3,2,2,3,3,3,2,11,17,12,9,13,13,12,12,1,18,20,1,16,1,10,1,1,1,1,1,1,1,193,81,20,8,7050,6000,5750,145,2001/4/19,0,0,14,13.5,17.5,12.7,10,12.7,14,14.2,2.5,13.5,17.5,14.2,1,2,2,2
Alejo Veliz,Tottenham,S ,19,125,160,Argentina,Tottenham,,8,9,11,14,12,9,15,12,7,8,11,13,8,12,9,13,12,13,12,10,12,13,10,9,14,7,11,12,13,11,13,14,14,12,13,14,13,7,13,8,6,1,3,2,1,3,2,1,2,2,3,1,8,12,7,12,12,13,8,11,1,1,1,1,1,1,1,1,1,1,1,1,1,20,187,77,11,20,6250,6250,4250,125,2003/9/19,0,0,7.7,12.8,12.5,10.3,13.7,11.7,14.5,12.2,1.5,12.8,12.5,12.2,2.5,1,2,1.5
Callum Olusesi,Tottenham,M C,16,75,160,"England,Nigeria",Tottenham,,6,6,7,5,13,6,6,10,3,5,13,1,10,11,5,6,7,8,7,12,9,16,5,9,8,8,7,10,13,10,7,6,6,12,11,7,20,7,15,14,13,3,2,1,3,4,2,2,3,2,2,3,20,10,3,12,13,12,12,16,1,1,1,1,1,1,1,1,20,1,1,1,1,1,179,0,10,20,3750,3750,1750,70,2007/3/11,0,0,7.7,8.8,12.5,10,7,10.3,6,8.7,2.5,8.8,12.5,8.7,1.5,3,3.5,2.5
Herbie James,Tottenham,AM/S RL,16,70,160,England,Tottenham,,6,10,12,12,12,5,5,7,4,5,11,4,6,12,11,8,6,10,7,7,12,17,13,6,12,5,1,6,12,12,7,4,8,12,10,1,19,8,14,8,8,2,3,2,3,3,3,2,1,2,2,1,16,13,5,13,14,11,12,16,1,1,1,1,1,1,1,1,1,1,17,1,20,16,169,0,13,20,3500,3500,1500,73,2006/11/24,0,0,5.3,7.5,12,10.3,11.3,12,4.5,8.5,1.5,7.5,12,8.5,2.5,3,2.5,2
Ivan Peri?i?,Tottenham,WB/AM L,34,146,159,Croatia,Tottenham,,15,17,14,14,15,12,16,12,9,10,13,14,12,14,14,15,11,13,13,13,13,14,12,11,17,11,10,14,12,12,13,14,17,11,15,12,14,8,19,6,18,1,1,1,3,2,2,2,1,3,2,3,15,17,13,9,18,12,8,10,1,12,1,1,20,1,1,15,1,10,17,10,13,12,186,80,16,20,7300,8200,6850,142,1989/2/2,127,33,11,13,11.5,12.7,14.7,14.3,15,12.7,1.5,13,11.5,12.7,1,3,1.5,2.5
Eric Dier,Tottenham,D C,29,143,156,England,Tottenham,,7,12,11,9,13,11,17,11,5,13,13,8,16,13,16,14,16,13,11,12,13,16,5,13,11,13,15,15,11,10,11,13,14,14,13,16,11,5,12,6,17,2,2,2,3,1,2,1,3,3,1,2,17,14,5,14,13,16,14,11,1,5,20,8,1,1,13,1,10,1,1,1,1,1,188,90,17,20,7150,7150,6400,143,1994/1/15,49,3,14,12.5,12.5,10,11,12.3,15,14.2,2,12.5,12.5,14.2,2,3,1.5,2
Oliver Skipp,Tottenham,DM/M C,22,141,156,England,Tottenham,,8,6,10,7,13,7,12,9,6,13,14,7,16,12,15,15,17,16,11,12,14,14,7,11,13,14,15,17,13,12,13,9,15,14,16,14,15,8,14,9,7,3,1,3,1,3,3,1,3,2,3,2,9,13,7,11,14,15,14,15,1,8,12,9,1,1,20,1,20,1,1,1,1,1,181,70,11,20,7050,7050,5500,140,2000/9/16,0,0,14.3,13.8,13.5,11,12,11.7,10.5,14.3,2,13.8,13.5,14.3,2,1,3,2.5
Guglielmo Vicario,Tottenham,GK,26,149,155,Italy,Tottenham,,3,3,1,3,6,6,8,2,1,1,14,3,3,8,10,14,15,15,15,11,13,16,9,12,8,13,12,11,12,14,13,16,13,13,15,15,16,9,12,7,12,14,14,14,4,14,13,13,16,12,11,12,13,15,6,12,13,15,13,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,194,83,7,20,7300,7500,5750,148,1996/10/7,0,0,5.7,14.3,12.5,11.3,8.7,5,12,14.2,14.5,14.3,12.5,14.2,14,4,14,12.5
Bryan Gil,Tottenham,M/AM RLC,22,135,155,Spain,Tottenham,,10,14,16,13,13,10,8,11,6,6,12,10,5,14,10,13,9,11,11,13,12,15,17,7,14,5,10,12,16,15,14,7,12,14,13,8,12,7,12,10,11,4,3,1,3,2,3,3,3,3,2,3,18,14,6,14,16,16,15,10,1,13,1,1,14,1,1,19,1,14,20,18,15,8,175,69,20,9,6750,6750,6000,129,2001/2/11,4,0,5.3,12.5,15,14,12.7,14.3,7.5,11.7,3,12.5,15,11.7,2,3,3,3
Emerson Royal,Tottenham,D/WB R,24,146,153,Brazil,Tottenham,,12,9,9,12,13,8,11,11,14,15,12,11,15,14,8,12,13,11,14,12,13,13,12,11,12,14,15,16,15,14,13,11,13,15,16,15,13,8,9,7,8,3,1,2,1,2,3,3,3,2,3,2,12,13,7,11,11,15,14,14,1,1,1,20,1,18,1,1,1,11,1,1,11,1,181,79,9,20,7300,7000,6150,146,1999/1/14,8,0,14.7,14.5,15,12,11.7,12,11,13.3,3,14.5,15,13.3,1.5,1,2.5,2.5
Giovani Lo Celso,Tottenham,DM/M/AM LC,27,145,151,"Argentina,Italy",Tottenham,,11,14,16,11,15,13,10,13,8,9,16,14,14,16,12,13,14,15,11,14,14,15,15,10,14,12,16,14,13,14,15,9,11,12,13,11,12,11,13,15,14,1,1,3,1,1,2,1,1,2,1,3,12,13,6,15,13,14,12,14,1,1,1,1,1,1,16,18,20,7,1,20,1,1,176,69,20,8,7250,7250,6250,141,1996/4/9,44,2,11.7,13.3,12.5,15,13.3,15.7,9.5,13.8,1,13.3,12.5,13.8,2,1,1,2.5
Pierre-Emile H?jbjerg,Tottenham,DM/M C,27,144,151,"Denmark,France",Tottenham,,12,12,11,11,14,13,8,9,10,10,14,13,15,14,17,13,15,13,14,14,13,18,11,13,13,12,15,17,11,11,14,12,20,14,20,15,13,13,14,6,17,3,2,1,3,3,2,1,1,2,3,3,14,18,14,9,15,15,7,10,1,10,13,10,10,12,18,11,20,11,11,14,11,1,185,84,9,20,7200,7450,6250,142,1995/8/5,67,5,12.3,15,12.5,13,12.3,13,10,14.7,1,15,12.5,14.7,1.5,3,3,2.5
Ryan Sessegnon,Tottenham,D/WB/M/AM L,23,137,151,"England,Ivory Coast",Tottenham,,7,12,12,12,10,9,7,11,6,12,12,7,12,14,4,13,7,13,12,14,11,12,14,7,15,12,14,15,15,14,13,8,17,15,16,8,12,4,13,2,14,3,1,3,2,3,3,2,1,2,1,2,14,14,8,14,13,12,10,15,1,19,1,1,20,1,1,16,1,1,18,1,10,1,178,71,20,8,6850,6850,5750,126,2000/5/18,0,0,12,12.8,15,13.3,13.3,12,7.5,11.5,1.5,12.8,15,11.5,2,2,3,2.5
Fraser Forster,Tottenham,GK,35,136,150,England,Tottenham,,3,3,2,3,8,6,3,3,2,3,9,3,7,7,7,12,15,16,15,9,15,17,2,9,1,15,6,12,2,12,13,20,11,2,9,19,15,5,16,6,1,19,11,14,4,14,13,16,17,12,3,13,13,19,3,8,13,20,18,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,201,99,7,20,6800,6800,5750,136,1988/3/17,6,0,8.3,13.3,2,6.7,6.7,5.7,11.5,13.3,16.5,13.3,2,13.3,12.5,4,16.5,13
Yago Santiago,Tottenham,AM/S LC,20,108,150,Spain,Tottenham,,9,12,11,11,12,7,6,9,2,4,11,10,6,13,4,11,7,14,11,11,11,12,13,8,10,6,13,13,12,14,13,10,12,12,16,10,10,12,11,10,11,2,1,2,2,3,1,3,2,3,3,3,20,12,5,11,10,11,11,12,1,1,1,1,1,1,1,1,15,1,20,17,1,16,175,67,6,20,5400,5400,3000,104,2003/4/15,0,0,5.3,13.3,12,11.7,11.7,12,8,10.8,2.5,13.3,12,10.8,1.5,2,2.5,2
Billy Heaps,Tottenham,M C,18,80,150,England,Tottenham,,7,6,13,11,14,7,4,14,7,9,11,3,14,10,15,6,7,7,7,12,12,9,5,1,13,9,12,7,13,9,14,6,14,11,5,10,8,5,11,6,16,3,1,3,4,1,2,4,3,3,3,1,7,10,6,10,11,13,10,14,1,1,1,1,1,1,14,1,20,1,1,13,1,1,181,0,10,20,4000,4000,1750,82,2005/6/2,0,0,10.7,9.5,12,9.3,10.3,12.3,5,8.8,3.5,9.5,12,8.8,2,4,2,1.5
Tyrese Hall,Tottenham,M/AM RLC,17,75,150,England,Tottenham,,6,7,13,8,13,6,6,6,4,7,13,6,12,13,10,9,7,5,3,12,13,7,13,7,12,8,7,12,13,11,2,10,11,12,10,5,9,12,14,13,10,1,1,1,3,2,3,1,2,3,3,1,8,12,2,9,12,11,11,14,1,1,1,1,1,1,14,1,20,1,15,15,16,1,181,0,11,20,3750,3750,1750,81,2005/9/4,0,0,9,7,12.5,12.7,8.3,13,8,7.7,1.5,7,12.5,7.7,1,3,1.5,2
Calum Logan,Tottenham,D LC,16,70,150,England,Tottenham,,7,11,6,6,8,6,11,4,6,7,7,2,13,6,10,12,9,5,6,6,13,1,5,10,6,7,6,7,13,9,7,13,15,8,4,5,19,10,18,11,12,4,3,1,4,3,1,2,1,1,3,1,18,9,4,10,11,13,9,15,1,20,20,1,1,1,1,1,1,1,1,1,1,1,189,0,20,9,3500,3500,1250,57,2006/11/24,0,0,9,6.3,10.5,6,5.7,6.7,12,7.8,1.5,6.3,10.5,7.8,2,4,3.5,1
Roman Egan-Riley,Tottenham,D C,16,67,150,England,Tottenham,,1,1,1,3,5,3,12,2,3,12,5,1,12,4,11,12,7,5,5,4,12,18,5,7,4,12,4,5,12,11,3,4,8,11,4,8,12,9,14,5,11,1,1,3,2,1,3,3,1,2,2,2,18,11,8,10,11,9,12,19,1,1,20,1,1,1,1,1,1,1,1,1,1,1,184,0,9,20,3350,3350,1500,53,2006/12/14,0,0,12,6.5,11.5,4.7,4,3.3,8,9.7,2,6.5,11.5,9.7,2,2,1,2.5
Samuel Archer,Tottenham,GK,16,65,150,"England,South Africa",Tottenham,,5,2,2,3,1,8,1,2,3,3,12,1,2,1,10,5,14,1,10,4,12,12,1,8,3,7,5,4,8,10,5,5,10,5,4,8,11,7,15,10,9,4,11,6,5,12,11,9,12,15,8,12,14,11,8,11,10,13,10,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,184,0,11,20,3250,3250,1500,60,2007/1/20,0,0,4,6.8,6.5,5.7,2.3,1.3,3,9.7,10.5,6.8,6.5,9.7,8.5,5,8,11.5
Timi Adekunle,Tottenham,D RC,16,65,150,"England,Nigeria",Tottenham,,4,6,4,5,4,1,8,5,4,12,4,5,13,4,15,9,8,6,9,4,12,8,5,8,4,13,5,6,12,10,6,10,7,8,5,6,20,5,7,9,14,3,3,2,1,1,2,1,1,1,3,4,10,10,1,12,11,8,12,12,1,1,20,16,1,1,1,1,1,1,1,1,1,1,181,0,9,20,3250,3250,1500,59,2007/1/9,0,0,12.7,6.8,10,4.3,5,4,9,8.5,1,6.8,10,8.5,2.5,1,2,3
Dante Orr,Tottenham,D R,16,64,150,England,Tottenham,,8,10,8,2,10,3,9,6,8,9,16,7,15,9,11,12,9,7,9,7,11,14,8,6,3,11,9,14,7,9,4,8,8,12,9,9,11,10,7,10,10,2,3,1,1,3,1,3,1,3,4,3,9,9,3,11,12,11,11,18,1,1,1,20,1,1,1,1,1,1,1,1,1,1,180,0,9,20,3200,3200,1500,67,2006/10/6,0,0,11.7,7.8,9.5,10.3,4,9,8.5,10.7,2,7.8,9.5,10.7,2,1,2.5,2
Manor Solomon,Tottenham,AM RLC,24,135,146,"Israel,Portugal",Tottenham,,10,14,17,13,14,14,8,13,10,8,14,2,8,15,7,13,11,15,12,12,12,15,11,9,12,8,10,10,13,13,13,7,13,14,14,13,10,5,12,10,11,2,1,2,3,3,2,2,2,2,2,1,13,13,7,5,10,14,13,10,1,1,1,1,1,1,1,13,1,13,20,15,15,1,167,63,11,20,7500,7500,6000,134,1999/7/24,35,7,8,13.3,13.5,12.3,13.3,15.3,7.5,12.2,2,13.3,13.5,12.2,1.5,3,2.5,1.5
Ben Davies,Tottenham,D LC,30,144,145,Wales,Tottenham,,11,12,12,8,13,13,15,7,11,13,14,10,15,13,13,15,18,13,11,12,14,15,9,12,13,15,15,16,12,13,13,12,14,13,16,14,14,6,10,9,15,3,1,1,3,2,2,4,2,2,3,2,14,13,4,13,12,15,14,17,1,19,20,1,15,1,1,1,1,1,1,1,1,1,182,76,20,8,7200,7500,5900,144,1993/4/24,78,1,14.3,14,12.5,11.7,11.3,12.7,13.5,14.7,3,14,12.5,14.7,1,3,2.5,2
Brooklyn Lyons-Foster,Tottenham,D RLC,22,104,139,England,Tottenham,,5,7,11,5,11,7,8,5,7,8,12,7,9,12,8,10,9,12,9,11,11,14,8,7,12,9,14,12,14,12,12,11,16,14,13,9,15,15,5,9,15,2,2,2,2,3,1,3,1,1,1,1,15,10,4,12,10,11,12,12,1,19,20,16,15,13,10,1,1,1,1,1,1,1,181,70,13,20,5200,5200,2750,87,2000/12/1,0,0,8.7,11.5,14,10.3,9.7,11.3,9.5,11.2,2,11.5,14,11.2,2,2,2.5,1
Tyrell Ashcroft,Tottenham,D/WB RC,19,94,139,England,Tottenham,,5,7,7,6,11,1,9,7,10,10,11,8,10,9,9,10,12,9,9,5,8,14,5,12,9,9,13,11,14,12,10,11,15,12,14,9,16,7,10,10,14,2,1,3,3,1,2,1,3,3,3,2,8,14,5,11,12,9,15,20,1,1,16,20,1,18,12,1,10,14,1,8,1,1,180,73,10,20,4700,4700,2500,84,2004/3/2,0,0,9.7,11.3,13,7,8,9,10,11,2,11.3,13,11,2,3,1.5,2
Dante Cassanova,Tottenham,D/DM R,19,85,136,England,Tottenham,,9,11,10,5,11,12,9,11,3,14,16,12,11,11,11,11,9,10,9,9,12,9,6,11,9,11,10,13,9,13,9,7,11,13,9,7,16,11,6,16,15,1,2,3,1,3,1,3,1,3,2,2,9,12,1,11,11,11,11,12,1,1,1,20,1,15,18,1,14,10,1,1,1,1,175,66,6,20,4250,4250,2000,86,2004/6/21,0,0,12,9.5,11,10.3,8,10.7,8,10,2,9.5,11,10,2.5,1,2,1.5
Aaron Maguire,Tottenham,GK,19,65,136,"England,Republic of Ireland",Tottenham,,2,3,2,2,5,3,1,2,3,3,7,3,3,3,9,7,8,5,6,5,9,12,2,11,1,11,6,2,7,8,3,7,12,7,1,4,13,12,8,10,10,10,12,9,5,12,11,11,13,15,6,8,14,13,1,9,14,13,10,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,0,9,20,3250,3250,1500,53,2004/7/25,0,0,5.7,4,7,4.7,2.7,3.3,4,8,12,4,7,8,10.5,5,11,9.5
Pablo Fornals,West Ham,M/AM LC,27,138,165,Spain,West Ham,,9,13,13,12,14,12,8,12,7,12,14,9,13,15,15,14,8,14,12,14,12,14,15,11,15,12,15,15,12,15,12,9,14,12,15,11,10,7,10,7,10,3,3,2,3,3,2,1,1,1,2,3,16,16,4,16,17,19,16,16,1,1,1,1,1,1,10,13,18,11,18,20,11,1,178,67,12,20,6900,6900,5650,138,1996/2/22,6,1,12.3,13.3,12,14.3,13.7,14,8.5,12.5,1,13.3,12,12.5,2.5,3,3,2.5
Kurt Zouma,West Ham,D RC,28,153,162,"France,Central African Republic",West Ham,,4,10,9,8,11,6,17,7,8,13,11,7,15,10,15,13,14,11,12,8,14,16,7,13,8,14,13,15,16,11,19,18,12,15,14,20,15,13,15,9,8,3,1,2,3,2,3,3,4,4,3,3,19,17,5,13,14,17,15,13,1,1,20,15,1,10,14,1,1,1,1,1,1,1,190,96,7,20,7700,7500,6500,150,1994/10/27,11,1,14,16,15.5,8.7,9,10,17.5,13.7,3.5,16,15.5,13.7,1.5,3,2.5,3
